srch_id,date_time,site_id,visitor_location_country_id,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,binary_relevance,graded_relevance,weekday,week_of_year,hour,minute,early_night,nans_count,score,timestamp
81,2013-06-25 15:39:35,5,219,219,29333,3,3.5,1,1.79,0.0063,0.0,11,80.0,0,13539,1,3,2,2,1,1,,143.62,1,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-1.4170937233804797,1712238960103
81,2013-06-25 15:39:35,5,219,219,31940,2,2.5,1,1.95,0.0025,0.0,1,56.0,0,13539,1,3,2,2,1,1,,138.21,1,,,,,,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,9,-1.6489859612416415,1712238997347
81,2013-06-25 15:39:35,5,219,219,32934,2,3.0,0,0.69,0.0008,0.0,26,95.0,0,13539,1,3,2,2,1,1,,146.93,1,1.0,0.0,39.0,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,3,-1.679377286395266,1712239034591
81,2013-06-25 15:39:35,5,219,219,42779,2,3.5,1,1.39,0.0026,0.0,5,70.0,0,13539,1,3,2,2,1,1,,161.14,1,,,,,1.0,,,1.0,,,1.0,,0,no_click,1,26,15,39,False,10,-1.0730716246347254,1712239071834
81,2013-06-25 15:39:35,5,219,219,48883,2,2.5,1,1.95,0.0038,0.0,9,76.0,0,13539,1,3,2,2,1,1,,138.47,1,,,,0.0,0.0,,1.0,0.0,7.0,0.0,0.0,,0,no_click,1,26,15,39,False,6,-2.071157565109368,1712239109078
81,2013-06-25 15:39:35,5,219,219,48955,2,3.0,1,1.1,0.0046,0.0,2,63.0,1,13539,1,3,2,2,1,1,,143.36,1,0.0,0.0,,0.0,0.0,,1.0,0.0,8.0,0.0,0.0,,0,no_click,1,26,15,39,False,4,-1.4964574128064747,1712239146322
81,2013-06-25 15:39:35,5,219,219,54139,2,2.5,1,1.1,0.0105,0.0,15,83.0,1,13539,1,3,2,2,1,1,,145.35,1,0.0,0.0,,0.0,0.0,,-1.0,0.0,20.0,-1.0,0.0,20.0,0,no_click,1,26,15,39,False,3,-1.551225963757504,1712239183565
81,2013-06-25 15:39:35,5,219,219,54833,2,2.0,0,1.1,0.001,0.0,3,65.0,0,13539,1,3,2,2,1,1,,150.86,1,,,,,,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,9,-1.883817368520463,1712239220809
81,2013-06-25 15:39:35,5,219,219,56050,3,4.0,1,2.77,0.0109,0.0,35,109.0,0,13539,1,3,2,2,1,1,,141.95,1,0.0,0.0,,0.0,0.0,,,1.0,,,1.0,,0,no_click,1,26,15,39,False,7,-1.7944779283506376,1712239258053
81,2013-06-25 15:39:35,5,219,219,67867,2,4.0,1,1.1,0.0,0.0,16,85.0,1,13539,1,3,2,2,1,1,,162.42,1,,,,,-1.0,,,-1.0,,,-1.0,,0,no_click,1,26,15,39,False,10,-1.6199813227002562,1712239295296
81,2013-06-25 15:39:35,5,219,219,76439,2,3.5,1,1.1,0.0018,0.0,13,80.0,0,13539,1,3,2,2,1,1,,158.93,1,,,,-1.0,0.0,8.0,,,,0.0,0.0,,0,no_click,1,26,15,39,False,8,-1.8245062528924845,1712239332540
81,2013-06-25 15:39:35,5,219,219,95600,2,2.0,1,0.69,0.0001,0.0,12,80.0,0,13539,1,3,2,2,1,1,,147.4,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,5,-2.02195266369677,1712239369784
81,2013-06-25 15:39:35,5,219,219,100632,2,3.5,1,1.1,0.0012,0.0,6,70.0,0,13539,1,3,2,2,1,1,,146.06,1,0.0,0.0,,0.0,0.0,,1.0,0.0,15.0,0.0,0.0,,0,no_click,1,26,15,39,False,4,-2.333401077771588,1712239407027
81,2013-06-25 15:39:35,5,219,219,103860,2,3.0,0,2.89,0.0568,0.0,23,92.0,0,13539,1,3,2,2,1,1,,145.02,1,,,,,,,,,,,,,1,click_no_booking,1,26,15,39,False,13,-1.7286509550206006,1712239444271
81,2013-06-25 15:39:35,5,219,219,105910,3,3.5,1,1.95,0.0019,0.0,27,96.0,0,13539,1,3,2,2,1,1,,152.6,1,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-1.8515993814841536,1712239481515
81,2013-06-25 15:39:35,5,219,219,107576,2,3.5,0,0.69,0.0008,0.0,19,89.0,0,13539,1,3,2,2,1,1,,150.05,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,5,-2.170274766393064,1712239518758
81,2013-06-25 15:39:35,5,219,219,115617,3,3.0,1,0.0,0.0009,0.0,36,109.0,0,13539,1,3,2,2,1,1,,146.94,1,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-1.8743995533671487,1712239556002
81,2013-06-25 15:39:35,5,219,219,116536,2,4.0,0,1.1,0.0019,0.0,24,93.0,0,13539,1,3,2,2,1,1,,150.71,1,,,,,,,,-1.0,,,,,0,no_click,1,26,15,39,False,12,-1.817390618304206,1712239593246
81,2013-06-25 15:39:35,5,219,219,123469,2,3.0,0,1.1,0.001,0.0,21,90.0,0,13539,1,3,2,2,1,1,,149.44,1,,1.0,,,1.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-2.165397331663961,1712239630489
81,2013-06-25 15:39:35,5,219,219,127688,2,3.5,1,1.95,0.0127,0.0,17,85.0,1,13539,1,3,2,2,1,1,,144.09,1,-1.0,0.0,2.0,-1.0,0.0,2.0,-1.0,0.0,11.0,-1.0,0.0,11.0,0,no_click,1,26,15,39,False,1,-2.1823317354532183,1712239667733
81,2013-06-25 15:39:35,5,219,219,128085,2,3.0,1,2.4,0.0086,0.0,8,75.0,0,13539,1,3,2,2,1,1,,142.67,1,,,,,1.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,8,-1.703827668247674,1712239704977
81,2013-06-25 15:39:35,5,219,219,128605,2,3.5,1,1.39,0.0001,0.0,25,95.0,1,13539,1,3,2,2,1,1,,162.6,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-1.9809615811068328,1712239742220
81,2013-06-25 15:39:35,5,219,219,129044,3,3.5,1,0.0,0.0031,0.0,31,100.0,0,13539,1,3,2,2,1,1,,147.3,1,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-1.695489602701456,1712239779464
81,2013-06-25 15:39:35,5,219,219,135153,3,4.0,1,1.39,0.0003,0.0,33,108.0,0,13539,1,3,2,2,1,1,,161.58,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-2.639355659538413,1712239816708
81,2013-06-25 15:39:35,5,219,219,138061,2,4.0,1,1.1,0.0006,0.0,29,99.0,0,13539,1,3,2,2,1,1,,151.6,1,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,26,15,39,False,7,-3.045125699259635,1712239853951
81,2013-06-25 15:39:35,5,219,219,138112,3,3.5,1,2.56,0.026,0.0,20,89.0,0,13539,1,3,2,2,1,1,,142.02,1,,-1.0,,,-1.0,,,-1.0,,,,,0,no_click,1,26,15,39,False,10,-1.2564616211464272,1712239891195
235,2013-05-28 09:57:11,5,219,219,2543,3,3.0,1,3.22,0.0655,4.79,27,75.0,0,1986,5,12,2,0,1,0,,1048.88,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.514883076286599,1712239928439
235,2013-05-28 09:57:11,5,219,219,3469,3,4.5,0,2.3,0.0155,4.83,8,98.0,1,1986,5,12,2,0,1,0,,1054.02,0,1.0,0.0,9.0,1.0,0.0,47.0,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,3,-0.2560329171201618,1712239965682
235,2013-05-28 09:57:11,5,219,219,5922,4,4.5,0,0.0,0.0154,5.31,24,149.0,1,1986,5,12,2,0,1,0,,1055.26,0,0.0,0.0,11.0,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,6,-0.7653513173396315,1712240002926
235,2013-05-28 09:57:11,5,219,219,6100,3,3.5,1,2.48,0.0085,5.0,4,115.0,0,1986,5,12,2,0,1,0,,1054.82,0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,0,no_click,1,22,9,57,False,1,-1.55676908349442,1712240040170
235,2013-05-28 09:57:11,5,219,219,10708,3,3.5,1,0.69,0.002,4.96,33,100.0,0,1986,5,12,2,0,1,0,,1053.35,0,0.0,0.0,,0.0,0.0,,1.0,0.0,12.0,0.0,0.0,,0,no_click,1,22,9,57,False,4,-1.3560755992613491,1712240077413
235,2013-05-28 09:57:11,5,219,219,14198,2,3.5,1,2.4,0.0092,4.79,15,85.0,0,1986,5,12,2,0,1,0,,1054.93,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-1.337973508222598,1712240114657
235,2013-05-28 09:57:11,5,219,219,15447,3,3.5,1,3.0,0.0085,4.75,18,97.0,0,1986,5,12,2,0,1,0,,1047.36,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.9905353965116616,1712240151901
235,2013-05-28 09:57:11,5,219,219,15930,2,2.0,1,1.39,0.0086,4.74,30,68.0,0,1986,5,12,2,0,1,0,,1051.31,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-1.6544987277561098,1712240189144
235,2013-05-28 09:57:11,5,219,219,18634,3,4.5,1,2.83,0.0175,5.01,31,170.0,0,1986,5,12,2,0,1,0,,1046.19,0,0.0,0.0,,0.0,0.0,5.0,,,,0.0,0.0,,0,no_click,1,22,9,57,False,6,-1.3590879064847003,1712240226388
235,2013-05-28 09:57:11,5,219,219,19374,2,3.5,1,3.26,0.0316,4.37,10,56.0,0,1986,5,12,2,0,1,0,,1047.5,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.4147823064082419,1712240263632
235,2013-05-28 09:57:11,5,219,219,23698,3,3.5,1,1.39,0.0044,5.17,28,124.0,0,1986,5,12,2,0,1,0,,1057.12,0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,4,-1.372779565881913,1712240300875
235,2013-05-28 09:57:11,5,219,219,24525,3,3.5,1,3.04,0.0175,4.87,6,100.0,0,1986,5,12,2,0,1,0,,1053.87,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-0.8041380464039534,1712240338119
235,2013-05-28 09:57:11,5,219,219,28398,3,4.0,0,2.4,0.0323,4.6,14,105.0,1,1986,5,12,2,0,1,0,,1047.85,0,0.0,0.0,6.0,0.0,0.0,15.0,,,,,,,1,click_no_booking,1,22,9,57,False,7,-0.8967973745432289,1712240375363
235,2013-05-28 09:57:11,5,219,219,29480,2,3.5,1,2.64,0.0148,4.5,26,77.0,0,1986,5,12,2,0,1,0,,1056.88,0,0.0,0.0,,0.0,0.0,26.0,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,4,-1.982215621513293,1712240412606
235,2013-05-28 09:57:11,5,219,219,31286,2,4.0,1,1.1,0.0104,4.76,3,63.0,0,1986,5,12,2,0,1,0,,1051.17,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.7377475476886002,1712240449850
235,2013-05-28 09:57:11,5,219,219,32390,4,4.5,1,2.83,0.0521,5.04,1,101.0,1,1986,5,12,2,0,1,0,,1056.35,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-0.0116336311165925,1712240487094
235,2013-05-28 09:57:11,5,219,219,33692,3,4.0,1,1.39,0.003,4.77,19,95.0,0,1986,5,12,2,0,1,0,,1057.59,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-0.9392047403769824,1712240524337
235,2013-05-28 09:57:11,5,219,219,45255,3,3.0,1,3.33,0.0116,4.39,29,78.0,0,1986,5,12,2,0,1,0,,1048.5,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-1.605509607275029,1712240561581
235,2013-05-28 09:57:11,5,219,219,55467,2,3.0,1,3.26,0.0621,4.5,12,54.0,0,1986,5,12,2,0,1,0,,1048.89,0,1.0,0.0,27.0,1.0,0.0,59.0,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,3,-1.2108991530957436,1712240598825
235,2013-05-28 09:57:11,5,219,219,59769,2,3.5,1,2.83,0.0357,4.77,21,75.0,0,1986,5,12,2,0,1,0,,1056.44,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.9863046612540882,1712240636068
235,2013-05-28 09:57:11,5,219,219,63896,2,3.0,1,3.04,0.0187,5.16,20,51.0,0,1986,5,12,2,0,1,0,,1047.07,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.8522577494826753,1712240673312
235,2013-05-28 09:57:11,5,219,219,64175,4,4.5,1,2.48,0.0055,5.76,37,309.0,0,1986,5,12,2,0,1,0,,1046.14,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-1.797722035598189,1712240710556
235,2013-05-28 09:57:11,5,219,219,68230,3,3.5,1,3.09,0.0374,4.54,7,53.0,1,1986,5,12,2,0,1,0,,1049.16,0,0.0,0.0,,1.0,0.0,17.0,1.0,0.0,16.0,0.0,0.0,,0,no_click,1,22,9,57,False,3,-1.481570196284855,1712240747800
235,2013-05-28 09:57:11,5,219,219,70076,4,4.0,1,3.04,0.0333,5.07,9,129.0,0,1986,5,12,2,0,1,0,,1055.73,0,-1.0,0.0,12.0,-1.0,0.0,16.0,,,,-1.0,0.0,13.0,0,no_click,1,22,9,57,False,4,-0.8045402672083413,1712240785043
235,2013-05-28 09:57:11,5,219,219,70519,3,4.0,1,3.22,0.0273,4.99,2,120.0,0,1986,5,12,2,0,1,0,,1053.09,0,0.0,0.0,,0.0,0.0,,1.0,0.0,2.0,0.0,0.0,,0,no_click,1,22,9,57,False,4,-0.54721863305662,1712240822287
235,2013-05-28 09:57:11,5,219,219,74212,3,3.0,1,3.04,0.019,4.75,34,65.0,0,1986,5,12,2,0,1,0,,1047.08,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-1.1294025773976208,1712240859531
235,2013-05-28 09:57:11,5,219,219,83700,3,4.5,1,2.83,0.0516,5.44,16,169.0,0,1986,5,12,2,0,1,0,,1056.35,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-0.6750841288085697,1712240896774
235,2013-05-28 09:57:11,5,219,219,87416,3,4.5,1,3.5,0.0464,4.97,13,128.0,0,1986,5,12,2,0,1,0,,1048.32,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,1,22,9,57,False,7,-0.6891062697430381,1712240934018
235,2013-05-28 09:57:11,5,219,219,90502,3,4.5,1,2.3,0.0107,4.87,25,134.0,0,1986,5,12,2,0,1,0,,1053.89,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-1.511694750738683,1712240971262
235,2013-05-28 09:57:11,5,219,219,100496,3,4.5,1,2.2,0.0065,5.08,32,101.0,0,1986,5,12,2,0,1,0,,1044.31,0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,4,-1.0261844331340266,1712241008505
235,2013-05-28 09:57:11,5,219,219,102891,3,4.5,1,3.0,0.0155,5.09,35,129.0,0,1986,5,12,2,0,1,0,,1045.85,0,0.0,0.0,,0.0,0.0,5.0,,,,0.0,0.0,,0,no_click,1,22,9,57,False,6,-1.3637412667673066,1712241045749
235,2013-05-28 09:57:11,5,219,219,113896,3,5.0,1,2.64,0.0173,5.03,36,150.0,0,1986,5,12,2,0,1,0,,1056.83,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.945925803452104,1712241082993
235,2013-05-28 09:57:11,5,219,219,114154,3,2.5,1,3.14,0.0281,4.29,38,75.0,0,1986,5,12,2,0,1,0,,1047.44,0,,,,,,,,,,,,,0,no_click,1,22,9,57,False,13,-0.7630206129847599,1712241120236
235,2013-05-28 09:57:11,5,219,219,120653,3,4.0,1,2.3,0.0201,5.1,22,107.0,0,1986,5,12,2,0,1,0,,1054.2,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,1,22,9,57,False,5,-0.7172936097607565,1712241157480
442,2013-06-13 09:09:23,5,219,219,6658,3,4.0,1,0.69,0.0027,0.0,37,107.0,0,18410,3,29,2,0,1,1,,881.0,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-1.5810057858952118,1712241194724
442,2013-06-13 09:09:23,5,219,219,7777,2,3.5,1,1.1,0.0216,0.0,12,78.0,0,18410,3,29,2,0,1,1,,875.39,1,0.0,0.0,,,,,0.0,0.0,,,,,0,no_click,3,24,9,9,False,9,-0.8871645585810006,1712241231967
442,2013-06-13 09:09:23,5,219,219,10426,2,3.0,1,2.08,0.0006,0.0,13,79.0,0,18410,3,29,2,0,1,1,,837.17,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-2.3572952487051198,1712241269211
442,2013-06-13 09:09:23,5,219,219,12383,2,2.5,1,1.61,0.0071,0.0,1,51.0,0,18410,3,29,2,0,1,1,,869.92,1,0.0,0.0,,,,,,1.0,,0.0,0.0,,0,no_click,3,24,9,9,False,8,-1.4483424717988818,1712241306455
442,2013-06-13 09:09:23,5,219,219,19305,2,3.5,1,1.61,0.002,0.0,4,62.0,0,18410,3,29,2,0,1,1,,847.6,1,0.0,0.0,,,,,1.0,0.0,2.0,,,,0,no_click,3,24,9,9,False,8,-1.2131258382006456,1712241343698
442,2013-06-13 09:09:23,5,219,219,24174,2,3.5,1,2.48,,0.0,27,94.0,0,18410,3,29,2,0,1,1,,862.25,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,12,-2.9680173145174056,1712241380942
442,2013-06-13 09:09:23,5,219,219,38516,3,3.0,1,2.56,0.0749,0.0,14,80.0,1,18410,3,29,2,0,1,1,,862.21,1,1.0,0.0,14.0,,,,1.0,0.0,18.0,,,,0,no_click,3,24,9,9,False,7,-1.2487078419905109,1712241418186
442,2013-06-13 09:09:23,5,219,219,44264,2,4.0,1,2.3,0.0085,0.0,10,75.0,0,18410,3,29,2,0,1,1,,870.32,1,0.0,0.0,,,,,0.0,0.0,,,,,0,no_click,3,24,9,9,False,9,-1.7814519960332025,1712241455429
442,2013-06-13 09:09:23,5,219,219,51918,2,3.5,1,2.2,0.0057,0.0,25,93.0,0,18410,3,29,2,0,1,1,,870.23,1,0.0,0.0,,,,,,,,0.0,0.0,,0,no_click,3,24,9,9,False,9,-2.2085340451788547,1712241492673
442,2013-06-13 09:09:23,5,219,219,54030,2,4.0,1,2.08,0.0006,0.0,20,84.0,0,18410,3,29,2,0,1,1,,837.21,1,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0,no_click,3,24,9,9,False,7,-2.340870620014734,1712241529917
442,2013-06-13 09:09:23,5,219,219,58497,3,4.0,1,1.1,0.001,0.0,34,103.0,0,18410,3,29,2,0,1,1,,847.96,1,0.0,0.0,,,,,0.0,0.0,,,,,0,no_click,3,24,9,9,False,9,-2.1027603135905397,1712241567160
442,2013-06-13 09:09:23,5,219,219,61199,3,4.5,1,2.56,0.0739,0.0,22,89.0,0,18410,3,29,2,0,1,1,,862.14,1,0.0,0.0,,,,,1.0,0.0,22.0,,,,0,no_click,3,24,9,9,False,8,-1.4568610134211466,1712241604404
442,2013-06-13 09:09:23,5,219,219,63959,2,3.0,1,1.79,0.002,0.0,24,91.0,0,18410,3,29,2,0,1,1,,869.66,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-2.27445866825452,1712241641648
442,2013-06-13 09:09:23,5,219,219,66497,2,2.5,1,1.39,0.0139,0.0,7,66.0,0,18410,3,29,2,0,1,1,,875.12,1,,,,,-1.0,,,,,,-1.0,,0,no_click,3,24,9,9,False,11,-1.4373835701000166,1712241678891
442,2013-06-13 09:09:23,5,219,219,66642,3,4.0,1,0.69,0.0013,0.0,31,101.0,0,18410,3,29,2,0,1,1,,882.55,1,,,,,,,,,,,,,0,no_click,3,24,9,9,False,13,-2.1075320682819765,1712241716135
442,2013-06-13 09:09:23,5,219,219,75200,3,4.5,1,1.1,0.0017,0.0,38,107.0,0,18410,3,29,2,0,1,1,,864.23,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-2.2953037082769803,1712241753379
442,2013-06-13 09:09:23,5,219,219,82376,2,4.0,1,1.61,0.003,0.0,9,75.0,0,18410,3,29,2,0,1,1,,870.12,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-1.4576036390606149,1712241790622
442,2013-06-13 09:09:23,5,219,219,82800,2,3.0,1,0.69,0.0003,0.0,6,63.0,0,18410,3,29,2,0,1,1,,890.29,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-2.2869989554296213,1712241827866
442,2013-06-13 09:09:23,5,219,219,89023,3,3.5,1,1.39,0.0117,0.0,26,93.0,0,18410,3,29,2,0,1,1,,874.64,1,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0,no_click,3,24,9,9,False,7,-1.1617684882110295,1712241865110
442,2013-06-13 09:09:23,5,219,219,93583,2,3.5,1,0.0,0.0006,0.0,16,81.0,0,18410,3,29,2,0,1,1,,893.49,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-2.2128558988329896,1712241902353
442,2013-06-13 09:09:23,5,219,219,96130,3,3.5,1,1.1,0.0121,0.0,15,80.0,0,18410,3,29,2,0,1,1,,871.51,1,0.0,0.0,,,,,,,,,,,0,no_click,3,24,9,9,False,11,-1.0904730401703733,1712241939597
442,2013-06-13 09:09:23,5,219,219,97480,3,4.0,1,1.1,0.0124,0.0,35,104.0,0,18410,3,29,2,0,1,1,,871.51,1,0.0,0.0,,,,,0.0,0.0,,,,,0,no_click,3,24,9,9,False,9,-1.6060602741664098,1712241976841
442,2013-06-13 09:09:23,5,219,219,98008,2,3.0,1,2.56,0.0525,0.0,2,57.0,0,18410,3,29,2,0,1,1,,862.02,1,0.0,0.0,,,,,1.0,0.0,33.0,,,,0,no_click,3,24,9,9,False,8,-1.8965976980053203,1712242014084
442,2013-06-13 09:09:23,5,219,219,99429,3,3.5,1,1.1,0.013,0.0,28,95.0,0,18410,3,29,2,0,1,1,,864.65,1,,,,,,,,,,,,,0,no_click,3,24,9,9,False,13,-1.5009119170951355,1712242051328
442,2013-06-13 09:09:23,5,219,219,110985,2,3.5,1,2.48,0.0586,0.0,3,58.0,0,18410,3,29,2,0,1,1,,862.25,1,0.0,0.0,,,,,1.0,0.0,17.0,,,,0,no_click,3,24,9,9,False,8,-0.959663729408598,1712242088572
