search_id,site_id,visitor_location_country_id,destination_country_id,destination_id,destination_starrating,destination_review_score,destination_location_score1,destination_location_score2,position,price_usd,promo_flag,search_length_of_stay,search_room_count,search_query_affinity_score,user_interaction,grad_rel,weekday,timestamp,output_score
2013-05-28 09:57:11,5,USA,USA,70076,4,4.0,3.04,0.0333,9,129.0,0,5,1,,0,no_click,1,1369735031.0,-0.7971191449163515
2013-05-28 09:57:11,5,China,USA,70519,3,4.0,3.22,0.0273,2,120.0,0,5,1,,0,no_click,1,1369735031.0,-0.4809977405533243
2013-05-28 09:57:11,5,South Africa,USA,74212,3,3.0,3.04,0.019,34,65.0,0,5,1,,0,no_click,1,1369735031.0,-0.9533227142780883
2013-05-28 09:57:11,5,USA,Mexico,83700,3,4.5,2.83,0.0516,16,169.0,0,5,1,,0,no_click,1,1369735031.0,-0.8601467878673111
2013-05-28 09:57:11,5,France,Canada,87416,3,4.5,3.5,0.0464,13,128.0,0,5,1,,0,no_click,1,1369735031.0,-0.5979586482451983
2013-05-28 09:57:11,5,USA,Canada,90502,3,4.5,2.3,0.0107,25,134.0,0,5,1,,0,no_click,1,1369735031.0,-1.2669254205626974
2013-05-28 09:57:11,5,USA,Japan,100496,3,4.5,2.2,0.0065,32,101.0,0,5,1,,0,no_click,1,1369735031.0,-1.5583899928746958
2013-05-28 09:57:11,5,Canada,Mexico,102891,3,4.5,3.0,0.0155,35,129.0,0,5,1,,0,no_click,1,1369735031.0,-1.1795280627895257
2013-05-28 09:57:11,5,UK,UK,113896,3,5.0,2.64,0.0173,36,150.0,0,5,1,,0,no_click,1,1369735031.0,-0.9768172845857002
2013-05-28 09:57:11,5,Brazil,USA,114154,3,2.5,3.14,0.0281,38,75.0,0,5,1,,0,no_click,1,1369735031.0,-1.2572256954076284
2013-05-28 09:57:11,5,Canada,Canada,120653,3,4.0,2.3,0.0201,22,107.0,0,5,1,,0,no_click,1,1369735031.0,-0.7402322310267839
2013-06-13 09:09:23,5,South Africa,UK,6658,3,4.0,0.69,0.0027,37,107.0,0,3,1,,0,no_click,3,1371114563.0,-1.3898815840204273
2013-06-13 09:09:23,5,Canada,USA,7777,2,3.5,1.1,0.0216,12,78.0,0,3,1,,0,no_click,3,1371114563.0,-1.4084783567590913
2013-06-13 09:09:23,5,USA,USA,10426,2,3.0,2.08,0.0006,13,79.0,0,3,1,,0,no_click,3,1371114563.0,-2.452323382453106
2013-06-13 09:09:23,5,Mexico,Japan,12383,2,2.5,1.61,0.0071,1,51.0,0,3,1,,0,no_click,3,1371114563.0,-1.7383635917539575
2013-06-13 09:09:23,5,Brazil,Canada,19305,2,3.5,1.61,0.002,4,62.0,0,3,1,,0,no_click,3,1371114563.0,-1.5313311586524838
2013-06-13 09:09:23,5,USA,USA,24174,2,3.5,2.48,,27,94.0,0,3,1,,0,no_click,3,1371114563.0,-2.6562400005111795
2013-06-13 09:09:23,5,UK,UK,38516,3,3.0,2.56,0.0749,14,80.0,1,3,1,,0,no_click,3,1371114563.0,-2.1019365121986446
2013-06-13 09:09:23,5,Canada,USA,44264,2,4.0,2.3,0.0085,10,75.0,0,3,1,,0,no_click,3,1371114563.0,-1.5100957943203728
2013-06-13 09:09:23,5,China,USA,51918,2,3.5,2.2,0.0057,25,93.0,0,3,1,,0,no_click,3,1371114563.0,-2.267364798647508
2013-06-13 09:09:23,5,Mexico,UK,54030,2,4.0,2.08,0.0006,20,84.0,0,3,1,,0,no_click,3,1371114563.0,-1.813047932805984
2013-06-13 09:09:23,5,South Africa,Mexico,58497,3,4.0,1.1,0.001,34,103.0,0,3,1,,0,no_click,3,1371114563.0,-1.567854074420256
2013-06-13 09:09:23,5,USA,Mexico,61199,3,4.5,2.56,0.0739,22,89.0,0,3,1,,0,no_click,3,1371114563.0,-1.4501559706042657
2013-06-13 09:09:23,5,USA,USA,63959,2,3.0,1.79,0.002,24,91.0,0,3,1,,0,no_click,3,1371114563.0,-2.3113009034845957
2013-06-13 09:09:23,5,USA,Mexico,66497,2,2.5,1.39,0.0139,7,66.0,0,3,1,,0,no_click,3,1371114563.0,-1.31354308819449
2013-06-13 09:09:23,5,France,Canada,66642,3,4.0,0.69,0.0013,31,101.0,0,3,1,,0,no_click,3,1371114563.0,-1.514700656300534
2013-06-13 09:09:23,5,USA,USA,75200,3,4.5,1.1,0.0017,38,107.0,0,3,1,,0,no_click,3,1371114563.0,-1.5318043605612977
2013-06-13 09:09:23,5,Canada,UK,82376,2,4.0,1.61,0.003,9,75.0,0,3,1,,0,no_click,3,1371114563.0,-1.241711655979452
2013-06-13 09:09:23,5,Brazil,Canada,82800,2,3.0,0.69,0.0003,6,63.0,0,3,1,,0,no_click,3,1371114563.0,-2.2806328852635147
2013-06-13 09:09:23,5,Mexico,USA,89023,3,3.5,1.39,0.0117,26,93.0,0,3,1,,0,no_click,3,1371114563.0,-1.7536088609564109
2013-06-13 09:09:23,5,Brazil,Mexico,93583,2,3.5,0.0,0.0006,16,81.0,0,3,1,,0,no_click,3,1371114563.0,-2.4497629515914943
2013-06-13 09:09:23,5,USA,USA,96130,3,3.5,1.1,0.0121,15,80.0,0,3,1,,0,no_click,3,1371114563.0,-1.7670546553029105
2013-06-13 09:09:23,5,South Africa,USA,97480,3,4.0,1.1,0.0124,35,104.0,0,3,1,,0,no_click,3,1371114563.0,-1.465897237954095
2013-06-13 09:09:23,5,China,Japan,98008,2,3.0,2.56,0.0525,2,57.0,0,3,1,,0,no_click,3,1371114563.0,-1.2226686848554589
2013-06-13 09:09:23,5,Japan,Mexico,99429,3,3.5,1.1,0.013,28,95.0,0,3,1,,0,no_click,3,1371114563.0,-1.7685485193119743
2013-06-13 09:09:23,5,Canada,Canada,110985,2,3.5,2.48,0.0586,3,58.0,0,3,1,,0,no_click,3,1371114563.0,-1.129300436963432
2013-06-13 09:09:23,5,Mexico,USA,112151,2,3.0,2.3,0.0085,8,70.0,0,3,1,,0,no_click,3,1371114563.0,-1.5961490964586864
2013-06-13 09:09:23,5,China,USA,112980,3,4.0,1.79,0.0331,30,99.0,0,3,1,,0,no_click,3,1371114563.0,-1.202923723601727
2013-06-13 09:09:23,5,USA,USA,116365,3,4.5,0.69,0.0005,19,82.0,0,3,1,,0,no_click,3,1371114563.0,-1.4816814714668782
2013-06-13 09:09:23,5,India,Mexico,118193,2,1.5,0.0,,36,106.0,0,3,1,,0,no_click,3,1371114563.0,-2.6660469620830227
2013-06-13 09:09:23,5,Canada,Canada,120259,2,4.0,2.2,0.0056,18,82.0,0,3,1,,0,no_click,3,1371114563.0,-1.663117181791206
2013-06-13 09:09:23,5,Canada,Canada,125546,2,4.5,1.1,0.0006,32,101.0,0,3,1,,0,no_click,3,1371114563.0,-2.3099388585942275
2013-06-13 09:09:23,5,South Africa,UK,128792,2,4.0,0.69,,33,102.0,0,3,1,,0,no_click,3,1371114563.0,-2.191744136505668
2013-06-13 09:09:23,5,Japan,Canada,129250,2,3.5,2.2,0.0042,21,87.0,0,3,1,,0,no_click,3,1371114563.0,-2.540574572236031
2013-06-13 09:09:23,5,Canada,UK,136909,3,4.5,2.08,0.0055,29,95.0,0,3,1,,1,click_no_booking,3,1371114563.0,-2.351972225998061
2013-05-26 17:13:03,18,USA,UK,1272,3,5.0,1.39,0.0002,8,174.6,0,4,1,,0,no_click,6,1369588383.0,-1.924418090193721
2013-05-26 17:13:03,18,China,Mexico,4030,2,3.5,2.4,0.115,38,50.44,0,4,1,,0,no_click,6,1369588383.0,-0.4275074598672652
2013-05-26 17:13:03,18,UK,UK,6369,3,3.0,1.1,0.0472,14,102.17,0,4,1,,0,no_click,6,1369588383.0,-1.045160577017513
2013-05-26 17:13:03,18,USA,Mexico,16412,4,4.0,1.79,0.096,9,116.4,0,4,1,,0,no_click,6,1369588383.0,0.0565687521240153
2013-05-26 17:13:03,18,South Africa,Canada,17427,2,4.0,2.4,0.099,6,75.01,0,4,1,,0,no_click,6,1369588383.0,-0.1236473015064456
2013-05-26 17:13:03,18,UK,USA,20826,2,3.0,1.61,0.0345,15,55.61,0,4,1,,0,no_click,6,1369588383.0,-1.0315632790529086
2013-05-26 17:13:03,18,Mexico,USA,28067,4,4.0,1.61,0.0655,1,147.44,0,4,1,,0,no_click,6,1369588383.0,0.2290731300947584
2013-05-26 17:13:03,18,Mexico,Canada,28328,3,4.5,1.39,0.0137,22,106.05,0,4,1,,1,booked,6,1369588383.0,-0.6823172670000063
2013-05-26 17:13:03,18,USA,UK,34645,3,4.5,2.4,0.1212,31,94.41,0,4,1,,0,no_click,6,1369588383.0,-0.2956837676845749
2013-05-26 17:13:03,18,USA,UK,34733,2,4.0,2.4,0.085,18,46.56,1,4,1,,0,no_click,6,1369588383.0,-0.2520507389785642
2013-05-26 17:13:03,18,India,USA,35889,4,4.5,1.79,0.046,21,134.51,0,4,1,,0,no_click,6,1369588383.0,-0.2488284404303923
2013-05-26 17:13:03,18,Japan,Mexico,38348,3,5.0,1.79,0.0022,32,135.8,0,4,1,,0,no_click,6,1369588383.0,-1.4510932448877412
2013-05-26 17:13:03,18,Canada,Canada,43646,2,3.5,1.39,0.0423,13,55.61,0,4,1,,0,no_click,6,1369588383.0,-0.7516560874562422
2013-05-26 17:13:03,18,France,Canada,47290,3,3.5,1.39,0.0283,35,94.41,0,4,1,,0,no_click,6,1369588383.0,-1.0420453947343402
2013-05-26 17:13:03,18,Canada,UK,47381,3,5.0,0.0,0.0107,33,128.04,0,4,1,,0,no_click,6,1369588383.0,-0.6901228985305938
2013-05-26 17:13:03,18,USA,Mexico,47544,2,3.0,2.4,0.0985,4,60.79,1,4,1,,0,no_click,6,1369588383.0,-0.8359944529814957
2013-05-26 17:13:03,18,Mexico,Canada,48393,2,3.0,0.0,0.0049,36,63.37,0,4,1,,0,no_click,6,1369588383.0,-1.5064726771608363
2013-05-26 17:13:03,18,Japan,Canada,49991,3,4.0,1.95,0.0493,16,100.88,0,4,1,,0,no_click,6,1369588383.0,-0.600218668696675
2013-05-26 17:13:03,18,Japan,Mexico,54401,4,4.5,1.95,0.0392,7,190.12,0,4,1,,0,no_click,6,1369588383.0,-0.4404388341530635
2013-05-26 17:13:03,18,South Africa,USA,66041,3,3.5,1.95,0.0667,29,95.71,0,4,1,,0,no_click,6,1369588383.0,-1.049833284410621
2013-05-26 17:13:03,18,South Africa,USA,66965,3,4.0,1.79,0.0578,27,109.93,0,4,1,,0,no_click,6,1369588383.0,-0.1429958846342025
2013-05-26 17:13:03,18,USA,Japan,69874,3,4.5,1.61,0.0364,12,118.99,0,4,1,,0,no_click,6,1369588383.0,-0.2603020525142833
2013-05-26 17:13:03,18,USA,Mexico,73986,2,2.5,1.39,0.0313,24,56.91,0,4,1,,0,no_click,6,1369588383.0,-1.2256583040306508
2013-05-26 17:13:03,18,UK,USA,83487,3,4.5,2.4,0.058,30,93.12,0,4,1,,0,no_click,6,1369588383.0,-0.3275251216236931
2013-05-26 17:13:03,18,Canada,Mexico,84232,3,4.5,1.61,0.0147,2,109.93,0,4,1,,0,no_click,6,1369588383.0,-0.5241118497716197
2013-05-26 17:13:03,18,USA,USA,88559,2,4.0,1.79,0.0956,3,73.72,0,4,1,,0,no_click,6,1369588383.0,-0.3901463286215008
2013-05-26 17:13:03,18,France,USA,89217,2,3.5,2.4,0.1146,34,55.61,1,4,1,,0,no_click,6,1369588383.0,-0.5200764264438045
2013-05-26 17:13:03,18,India,USA,93265,2,4.0,1.1,0.0405,10,62.08,0,4,1,,0,no_click,6,1369588383.0,-0.1434044859712435
2013-05-26 17:13:03,18,China,Mexico,102015,4,4.0,1.39,0.0194,26,133.21,0,4,1,,0,no_click,6,1369588383.0,-0.4282456955670302
2013-05-26 17:13:03,18,USA,UK,108822,2,3.0,2.4,0.0963,28,41.39,1,4,1,,0,no_click,6,1369588383.0,-0.37049996258853
2013-05-26 17:13:03,18,India,Canada,115062,2,3.5,1.39,0.0313,19,60.79,0,4,1,,0,no_click,6,1369588383.0,-0.770390561267083
2013-05-26 17:13:03,18,USA,UK,131154,3,3.5,1.61,0.0241,37,100.88,0,4,1,,0,no_click,6,1369588383.0,-1.4338988707587617
2013-05-26 17:13:03,18,UK,Canada,134081,3,4.5,1.79,0.0779,20,97.0,0,4,1,,1,click_no_booking,6,1369588383.0,-0.3459247960514285
2013-05-26 17:13:03,18,France,Canada,134309,2,3.5,1.1,0.0584,25,55.61,0,4,1,,0,no_click,6,1369588383.0,-1.1649228449844795
2013-06-10 07:19:18,5,France,USA,5148,3,4.5,3.3,,6,119.0,0,4,1,,0,no_click,0,1370848758.0,-2.323488940857361
2013-06-10 07:19:18,5,UK,Mexico,5441,4,4.5,2.08,,13,299.0,0,4,1,,0,no_click,0,1370848758.0,-2.6256679919369232
2013-06-10 07:19:18,5,France,Canada,8483,2,4.0,2.08,,18,60.0,0,4,1,,0,no_click,0,1370848758.0,-1.8199388678640476
2013-06-10 07:19:18,5,Japan,Japan,20511,3,0.0,1.39,,32,119.0,0,4,1,,0,no_click,0,1370848758.0,-2.767568189113625
2013-06-10 07:19:18,5,Brazil,Mexico,26123,3,4.0,1.1,,25,107.0,0,4,1,,0,no_click,0,1370848758.0,-1.9572772299059171
2013-06-10 07:19:18,5,South Africa,USA,26203,3,4.5,0.69,,9,94.0,1,4,1,,0,no_click,0,1370848758.0,-1.6106975581536238
2013-06-10 07:19:18,5,South Africa,Canada,28664,2,3.0,3.4,,37,68.0,0,4,1,,0,no_click,0,1370848758.0,-2.217774385285036
2013-06-10 07:19:18,5,Mexico,USA,30723,3,4.0,3.3,,30,109.0,0,4,1,,0,no_click,0,1370848758.0,-2.0531953037852215
2013-06-10 07:19:18,5,Canada,Canada,32917,4,4.5,3.4,,19,134.0,1,4,1,,0,no_click,0,1370848758.0,-2.492904860122042
2013-06-10 07:19:18,5,USA,Japan,32919,3,4.5,0.69,,20,123.0,0,4,1,,0,no_click,0,1370848758.0,-1.9872123577784888
2013-06-10 07:19:18,5,France,Canada,36360,2,3.5,1.1,,12,58.0,1,4,1,,0,no_click,0,1370848758.0,-1.592273764607801
2013-06-10 07:19:18,5,Japan,USA,39592,4,4.5,1.1,,26,209.0,0,4,1,,0,no_click,0,1370848758.0,-2.771683302088117
2013-06-10 07:19:18,5,Brazil,USA,45129,4,4.0,3.3,,7,146.0,0,4,1,,0,no_click,0,1370848758.0,-2.633972662133123
2013-06-10 07:19:18,5,USA,Canada,48563,3,4.0,0.0,,24,100.0,0,4,1,,0,no_click,0,1370848758.0,-2.1437851624116258
2013-06-10 07:19:18,5,Japan,Canada,59891,3,4.5,3.3,,8,114.0,0,4,1,,0,no_click,0,1370848758.0,-1.9551196657706165
2013-06-10 07:19:18,5,South Africa,Mexico,60121,3,4.0,1.1,,34,73.0,0,4,1,,0,no_click,0,1370848758.0,-1.846254911814153
2013-06-10 07:19:18,5,Brazil,UK,62395,3,3.5,1.39,0.2456,1,115.0,0,4,1,,0,no_click,0,1370848758.0,-0.5367977411479734
2013-06-10 07:19:18,5,USA,USA,63506,3,4.0,3.37,,14,72.0,0,4,1,,0,no_click,0,1370848758.0,-1.6740957321762688
2013-06-10 07:19:18,5,China,Canada,63600,3,3.5,3.3,,38,88.0,0,4,1,,0,no_click,0,1370848758.0,-2.177323947410369
2013-06-10 07:19:18,5,China,UK,67682,2,3.5,3.3,,27,47.0,1,4,1,,0,no_click,0,1370848758.0,-2.1185283095441023
2013-06-10 07:19:18,5,India,Canada,73570,2,2.0,3.3,,4,40.0,0,4,1,,0,no_click,0,1370848758.0,-1.6959929625190608
2013-06-10 07:19:18,5,France,Canada,79246,3,3.5,1.39,0.9106,2,120.0,0,4,1,,0,no_click,0,1370848758.0,-2.169608572381114
2013-06-10 07:19:18,5,France,USA,79712,4,4.5,3.3,,16,104.0,0,4,1,,0,no_click,0,1370848758.0,-1.9446230874944477
2013-06-10 07:19:18,5,India,Japan,81877,2,3.5,3.3,,21,55.0,0,4,1,,0,no_click,0,1370848758.0,-2.0390259883765385
2013-06-10 07:19:18,5,Mexico,Mexico,81907,3,3.5,3.3,,28,60.0,0,4,1,,0,no_click,0,1370848758.0,-2.161046887480383
2013-06-10 07:19:18,5,Mexico,Canada,102347,4,4.0,1.39,,35,101.0,1,4,1,,0,no_click,0,1370848758.0,-1.6324357333416015
2013-06-10 07:19:18,5,Canada,Canada,102969,2,4.0,1.39,,33,56.0,1,4,1,,0,no_click,0,1370848758.0,-1.5611630092946904
2013-06-10 07:19:18,5,South Africa,USA,106243,3,3.5,2.2,,22,56.0,0,4,1,,0,no_click,0,1370848758.0,-2.1528380064941763
2013-06-10 07:19:18,5,USA,Mexico,112246,3,4.5,3.4,,36,119.0,0,4,1,,0,no_click,0,1370848758.0,-1.8226541230841145
2013-06-10 07:19:18,5,France,Mexico,113029,2,3.5,1.1,,29,51.0,0,4,1,,1,click_no_booking,0,1370848758.0,-1.7688853983501145
2013-06-10 07:19:18,5,Mexico,UK,114399,3,4.0,1.61,,10,125.0,0,4,1,,0,no_click,0,1370848758.0,-2.507377850988189
2013-06-10 07:19:18,5,UK,UK,118429,2,3.0,1.61,,15,70.0,0,4,1,,0,no_click,0,1370848758.0,-2.1642189278986574
2013-06-10 07:19:18,5,Brazil,Mexico,131106,3,4.0,1.1,,31,84.0,1,4,1,,0,no_click,0,1370848758.0,-1.9283269267806116
2013-06-10 07:19:18,5,South Africa,Japan,133951,2,4.0,1.39,0.9099,3,64.0,0,4,1,,0,no_click,0,1370848758.0,-0.2169398752426783
2013-06-13 07:49:27,5,USA,UK,63,3,4.0,2.48,0.0307,3,79.0,0,1,1,,0,no_click,3,1371109767.0,-0.9700977563156548
2013-06-13 07:49:27,5,China,Mexico,238,2,4.5,2.56,0.0104,33,99.0,0,1,1,,0,no_click,3,1371109767.0,-0.8804649424757427
2013-06-13 07:49:27,5,Japan,Canada,567,2,2.5,0.69,0.0042,24,53.0,0,1,1,,0,no_click,3,1371109767.0,-1.0533771039238498
2013-06-13 07:49:27,5,Brazil,Mexico,786,2,3.0,0.69,0.0348,31,84.0,0,1,1,,1,click_no_booking,3,1371109767.0,-0.6498032887782169
2013-06-13 07:49:27,5,Canada,USA,12025,3,4.0,1.79,0.0038,38,119.0,0,1,1,,0,no_click,3,1371109767.0,-1.6992421013689138
2013-06-13 07:49:27,5,UK,Canada,13476,3,3.0,1.1,0.0115,12,80.0,0,1,1,,0,no_click,3,1371109767.0,-1.4397451570725326
